OrderDate,TotalSales
2023-01-13 11:05:56.403764,1243.24
2023-01-14 11:05:56.403764,845.48
2023-01-15 11:05:56.403764,815.71
2023-01-16 11:05:56.403764,1170.47
2023-01-17 11:05:56.403764,932.22
2023-01-18 11:05:56.403764,1141.45
2023-01-19 11:05:56.403764,1212.49
2023-01-20 11:05:56.403764,1347.8
2023-01-21 11:05:56.403764,812.19
2023-01-22 11:05:56.403764,789.69
2023-01-23 11:05:56.403764,1125.4
2023-01-24 11:05:56.403764,1297.11
2023-01-25 11:05:56.403764,1230.96
2023-01-26 11:05:56.403764,1131.89
2023-01-27 11:05:56.403764,1260.13
2023-01-28 11:05:56.403764,882.65
2023-01-29 11:05:56.403764,961.51
2023-01-30 11:05:56.403764,1123.78
2023-01-31 11:05:56.403764,1172.2
2023-02-01 11:05:56.403764,1167.5
2023-02-02 11:05:56.403764,1040.05
2023-02-03 11:05:56.403764,1257.71
2023-02-04 11:05:56.403764,913.92
2023-02-05 11:05:56.403764,893.38
2023-02-06 11:05:56.403764,1201.97
2023-02-07 11:05:56.403764,1059.23
2023-02-08 11:05:56.403764,1184.82
2023-02-09 11:05:56.403764,1197.31
2023-02-10 11:05:56.403764,1143.0
2023-02-11 11:05:56.403764,891.25
2023-02-12 11:05:56.403764,944.6
2023-02-13 11:05:56.403764,1487.14
2023-02-14 11:05:56.403764,1275.77
2023-02-15 11:05:56.403764,1288.93
2023-02-16 11:05:56.403764,1249.83
2023-02-17 11:05:56.403764,1019.68
2023-02-18 11:05:56.403764,917.08
2023-02-19 11:05:56.403764,926.88
2023-02-20 11:05:56.403764,1581.92
2023-02-21 11:05:56.403764,1247.2
2023-02-22 11:05:56.403764,1312.43
2023-02-23 11:05:56.403764,1271.87
2023-02-24 11:05:56.403764,1129.12
2023-02-25 11:05:56.403764,1037.88
2023-02-26 11:05:56.403764,1003.14
2023-02-27 11:05:56.403764,1386.58
2023-02-28 11:05:56.403764,1169.93
2023-03-01 11:05:56.403764,1469.74
2023-03-02 11:05:56.403764,1109.88
2023-03-03 11:05:56.403764,1368.56
2023-03-04 11:05:56.403764,1147.67
2023-03-05 11:05:56.403764,849.34
2023-03-06 11:05:56.403764,1224.42
2023-03-07 11:05:56.403764,1312.49
2023-03-08 11:05:56.403764,1235.6
2023-03-09 11:05:56.403764,1100.62
2023-03-10 11:05:56.403764,1313.0
2023-03-11 11:05:56.403764,848.56
2023-03-12 11:05:56.403764,995.39
2023-03-13 11:05:56.403764,1187.77
2023-03-14 11:05:56.403764,1512.15
2023-03-15 11:05:56.403764,1207.74
2023-03-16 11:05:56.403764,1269.21
2023-03-17 11:05:56.403764,1419.23
2023-03-18 11:05:56.403764,837.64
2023-03-19 11:05:56.403764,977.6
2023-03-20 11:05:56.403764,1487.03
2023-03-21 11:05:56.403764,1104.36
2023-03-22 11:05:56.403764,1340.89
2023-03-23 11:05:56.403764,1351.45
2023-03-24 11:05:56.403764,1420.81
2023-03-25 11:05:56.403764,840.16
2023-03-26 11:05:56.403764,832.43
2023-03-27 11:05:56.403764,1387.95
2023-03-28 11:05:56.403764,1358.6
2023-03-29 11:05:56.403764,1352.71
2023-03-30 11:05:56.403764,1365.56
2023-03-31 11:05:56.403764,1230.19
2023-04-01 11:05:56.403764,982.29
2023-04-02 11:05:56.403764,988.12
2023-04-03 11:05:56.403764,1225.61
2023-04-04 11:05:56.403764,1565.99
2023-04-05 11:05:56.403764,1382.07
2023-04-06 11:05:56.403764,1162.1
2023-04-07 11:05:56.403764,1405.52
2023-04-08 11:05:56.403764,865.46
2023-04-09 11:05:56.403764,1034.03
2023-04-10 11:05:56.403764,1470.16
2023-04-11 11:05:56.403764,1208.83
2023-04-12 11:05:56.403764,1443.05
2023-04-13 11:05:56.403764,1369.82
2023-04-14 11:05:56.403764,1422.8
2023-04-15 11:05:56.403764,1136.78
2023-04-16 11:05:56.403764,931.44
2023-04-17 11:05:56.403764,1213.08
2023-04-18 11:05:56.403764,1194.31
2023-04-19 11:05:56.403764,1202.95
2023-04-20 11:05:56.403764,1298.55
2023-04-21 11:05:56.403764,1352.01
2023-04-22 11:05:56.403764,976.18
2023-04-23 11:05:56.403764,1027.41
2023-04-24 11:05:56.403764,1305.04
2023-04-25 11:05:56.403764,1491.1
2023-04-26 11:05:56.403764,1265.92
2023-04-27 11:05:56.403764,1652.02
2023-04-28 11:05:56.403764,1378.24
2023-04-29 11:05:56.403764,861.34
2023-04-30 11:05:56.403764,840.05
2023-05-01 11:05:56.403764,1354.1
2023-05-02 11:05:56.403764,1261.07
2023-05-03 11:05:56.403764,1379.91
2023-05-04 11:05:56.403764,1346.81
2023-05-05 11:05:56.403764,1274.55
2023-05-06 11:05:56.403764,853.28
2023-05-07 11:05:56.403764,789.67
2023-05-08 11:05:56.403764,1220.39
2023-05-09 11:05:56.403764,1384.36
2023-05-10 11:05:56.403764,1300.09
2023-05-11 11:05:56.403764,1112.21
2023-05-12 11:05:56.403764,1290.02
2023-05-13 11:05:56.403764,955.89
2023-05-14 11:05:56.403764,837.4
2023-05-15 11:05:56.403764,1279.88
2023-05-16 11:05:56.403764,1265.21
2023-05-17 11:05:56.403764,1111.76
2023-05-18 11:05:56.403764,1297.34
2023-05-19 11:05:56.403764,1319.86
2023-05-20 11:05:56.403764,1005.11
2023-05-21 11:05:56.403764,1000.18
2023-05-22 11:05:56.403764,1070.25
2023-05-23 11:05:56.403764,1122.19
2023-05-24 11:05:56.403764,1298.99
2023-05-25 11:05:56.403764,1295.67
2023-05-26 11:05:56.403764,1292.63
2023-05-27 11:05:56.403764,1235.39
2023-05-28 11:05:56.403764,940.32
2023-05-29 11:05:56.403764,1358.49
2023-05-30 11:05:56.403764,1332.84
2023-05-31 11:05:56.403764,1292.58
2023-06-01 11:05:56.403764,1172.12
2023-06-02 11:05:56.403764,1298.59
2023-06-03 11:05:56.403764,807.73
2023-06-04 11:05:56.403764,852.27
2023-06-05 11:05:56.403764,1138.82
2023-06-06 11:05:56.403764,1203.27
2023-06-07 11:05:56.403764,1465.52
2023-06-08 11:05:56.403764,965.02
2023-06-09 11:05:56.403764,1264.29
2023-06-10 11:05:56.403764,719.52
2023-06-11 11:05:56.403764,814.93
2023-06-12 11:05:56.403764,1300.15
2023-06-13 11:05:56.403764,1176.4
2023-06-14 11:05:56.403764,1039.69
2023-06-15 11:05:56.403764,1078.56
2023-06-16 11:05:56.403764,1236.7
2023-06-17 11:05:56.403764,778.21
2023-06-18 11:05:56.403764,854.96
2023-06-19 11:05:56.403764,1152.2
2023-06-20 11:05:56.403764,1068.77
2023-06-21 11:05:56.403764,1383.86
2023-06-22 11:05:56.403764,1207.82
2023-06-23 11:05:56.403764,902.81
2023-06-24 11:05:56.403764,835.9
2023-06-25 11:05:56.403764,763.74
2023-06-26 11:05:56.403764,1216.34
2023-06-27 11:05:56.403764,1028.5
2023-06-28 11:05:56.403764,1100.47
2023-06-29 11:05:56.403764,1165.49
2023-06-30 11:05:56.403764,1201.4
2023-07-01 11:05:56.403764,705.19
2023-07-02 11:05:56.403764,771.91
2023-07-03 11:05:56.403764,1042.35
2023-07-04 11:05:56.403764,1019.29
2023-07-05 11:05:56.403764,1278.61
2023-07-06 11:05:56.403764,1126.83
2023-07-07 11:05:56.403764,943.13
2023-07-08 11:05:56.403764,853.92
2023-07-09 11:05:56.403764,944.8
2023-07-10 11:05:56.403764,1178.18
2023-07-11 11:05:56.403764,902.49
2023-07-12 11:05:56.403764,1009.1
2023-07-13 11:05:56.403764,1190.61
2023-07-14 11:05:56.403764,978.51
2023-07-15 11:05:56.403764,797.02
2023-07-16 11:05:56.403764,819.39
2023-07-17 11:05:56.403764,945.41
2023-07-18 11:05:56.403764,1032.17
2023-07-19 11:05:56.403764,699.34
2023-07-20 11:05:56.403764,925.49
2023-07-21 11:05:56.403764,1001.58
2023-07-22 11:05:56.403764,651.78
2023-07-23 11:05:56.403764,863.27
2023-07-24 11:05:56.403764,871.47
2023-07-25 11:05:56.403764,968.82
2023-07-26 11:05:56.403764,1023.15
2023-07-27 11:05:56.403764,1151.56
2023-07-28 11:05:56.403764,859.06
2023-07-29 11:05:56.403764,811.62
2023-07-30 11:05:56.403764,725.36
2023-07-31 11:05:56.403764,895.55
2023-08-01 11:05:56.403764,1035.46
2023-08-02 11:05:56.403764,1006.1
2023-08-03 11:05:56.403764,924.22
2023-08-04 11:05:56.403764,986.89
2023-08-05 11:05:56.403764,683.09
2023-08-06 11:05:56.403764,716.24
2023-08-07 11:05:56.403764,1034.96
2023-08-08 11:05:56.403764,1121.11
2023-08-09 11:05:56.403764,845.23
2023-08-10 11:05:56.403764,1166.8
2023-08-11 11:05:56.403764,771.59
2023-08-12 11:05:56.403764,684.62
2023-08-13 11:05:56.403764,733.89
2023-08-14 11:05:56.403764,976.93
2023-08-15 11:05:56.403764,888.48
2023-08-16 11:05:56.403764,925.11
2023-08-17 11:05:56.403764,895.66
2023-08-18 11:05:56.403764,884.13
2023-08-19 11:05:56.403764,739.3
2023-08-20 11:05:56.403764,703.84
2023-08-21 11:05:56.403764,867.37
2023-08-22 11:05:56.403764,1013.15
2023-08-23 11:05:56.403764,955.65
2023-08-24 11:05:56.403764,1000.02
2023-08-25 11:05:56.403764,980.66
2023-08-26 11:05:56.403764,613.86
2023-08-27 11:05:56.403764,630.38
2023-08-28 11:05:56.403764,984.56
2023-08-29 11:05:56.403764,969.84
2023-08-30 11:05:56.403764,910.14
2023-08-31 11:05:56.403764,920.79
2023-09-01 11:05:56.403764,1024.27
2023-09-02 11:05:56.403764,620.2
2023-09-03 11:05:56.403764,693.9
2023-09-04 11:05:56.403764,884.66
2023-09-05 11:05:56.403764,881.64
2023-09-06 11:05:56.403764,998.52
2023-09-07 11:05:56.403764,972.26
2023-09-08 11:05:56.403764,969.6
2023-09-09 11:05:56.403764,736.08
2023-09-10 11:05:56.403764,651.46
2023-09-11 11:05:56.403764,953.46
2023-09-12 11:05:56.403764,863.7
2023-09-13 11:05:56.403764,919.05
2023-09-14 11:05:56.403764,877.51
2023-09-15 11:05:56.403764,896.65
2023-09-16 11:05:56.403764,683.53
2023-09-17 11:05:56.403764,591.73
2023-09-18 11:05:56.403764,1070.51
2023-09-19 11:05:56.403764,795.5
2023-09-20 11:05:56.403764,776.45
2023-09-21 11:05:56.403764,985.36
2023-09-22 11:05:56.403764,952.35
2023-09-23 11:05:56.403764,681.45
2023-09-24 11:05:56.403764,681.36
2023-09-25 11:05:56.403764,880.0
2023-09-26 11:05:56.403764,801.71
2023-09-27 11:05:56.403764,887.13
2023-09-28 11:05:56.403764,820.64
2023-09-29 11:05:56.403764,965.92
2023-09-30 11:05:56.403764,630.6
2023-10-01 11:05:56.403764,587.17
2023-10-02 11:05:56.403764,851.77
2023-10-03 11:05:56.403764,916.51
2023-10-04 11:05:56.403764,830.72
2023-10-05 11:05:56.403764,808.18
2023-10-06 11:05:56.403764,902.36
2023-10-07 11:05:56.403764,656.63
2023-10-08 11:05:56.403764,608.74
2023-10-09 11:05:56.403764,840.66
2023-10-10 11:05:56.403764,903.27
2023-10-11 11:05:56.403764,755.49
2023-10-12 11:05:56.403764,759.68
2023-10-13 11:05:56.403764,821.3
2023-10-14 11:05:56.403764,630.39
2023-10-15 11:05:56.403764,664.84
2023-10-16 11:05:56.403764,1018.48
2023-10-17 11:05:56.403764,964.76
2023-10-18 11:05:56.403764,875.4
2023-10-19 11:05:56.403764,889.07
2023-10-20 11:05:56.403764,802.55
2023-10-21 11:05:56.403764,648.42
2023-10-22 11:05:56.403764,631.81
2023-10-23 11:05:56.403764,924.85
2023-10-24 11:05:56.403764,823.15
2023-10-25 11:05:56.403764,945.58
2023-10-26 11:05:56.403764,1038.47
2023-10-27 11:05:56.403764,892.27
2023-10-28 11:05:56.403764,683.69
2023-10-29 11:05:56.403764,704.0
2023-10-30 11:05:56.403764,870.9
2023-10-31 11:05:56.403764,929.53
2023-11-01 11:05:56.403764,912.22
2023-11-02 11:05:56.403764,921.96
2023-11-03 11:05:56.403764,844.33
2023-11-04 11:05:56.403764,668.65
2023-11-05 11:05:56.403764,701.86
2023-11-06 11:05:56.403764,1055.18
2023-11-07 11:05:56.403764,1012.31
2023-11-08 11:05:56.403764,1125.37
2023-11-09 11:05:56.403764,857.1
2023-11-10 11:05:56.403764,1011.92
2023-11-11 11:05:56.403764,691.11
2023-11-12 11:05:56.403764,829.5
2023-11-13 11:05:56.403764,862.37
2023-11-14 11:05:56.403764,861.8
2023-11-15 11:05:56.403764,886.89
2023-11-16 11:05:56.403764,745.17
2023-11-17 11:05:56.403764,898.96
2023-11-18 11:05:56.403764,639.55
2023-11-19 11:05:56.403764,704.58
2023-11-20 11:05:56.403764,990.02
2023-11-21 11:05:56.403764,1140.36
2023-11-22 11:05:56.403764,1054.69
2023-11-23 11:05:56.403764,910.4
2023-11-24 11:05:56.403764,882.09
2023-11-25 11:05:56.403764,741.85
2023-11-26 11:05:56.403764,615.68
2023-11-27 11:05:56.403764,1157.67
2023-11-28 11:05:56.403764,1097.42
2023-11-29 11:05:56.403764,938.64
2023-11-30 11:05:56.403764,818.82
2023-12-01 11:05:56.403764,1125.59
2023-12-02 11:05:56.403764,715.12
2023-12-03 11:05:56.403764,815.68
2023-12-04 11:05:56.403764,841.73
2023-12-05 11:05:56.403764,944.56
2023-12-06 11:05:56.403764,1008.75
2023-12-07 11:05:56.403764,1016.43
2023-12-08 11:05:56.403764,969.47
2023-12-09 11:05:56.403764,786.99
2023-12-10 11:05:56.403764,664.04
2023-12-11 11:05:56.403764,1011.14
2023-12-12 11:05:56.403764,1041.7
2023-12-13 11:05:56.403764,1086.05
2023-12-14 11:05:56.403764,1110.3
2023-12-15 11:05:56.403764,923.19
2023-12-16 11:05:56.403764,642.68
2023-12-17 11:05:56.403764,859.15
2023-12-18 11:05:56.403764,1086.11
2023-12-19 11:05:56.403764,975.92
2023-12-20 11:05:56.403764,1222.79
2023-12-21 11:05:56.403764,1074.6
2023-12-22 11:05:56.403764,1191.77
2023-12-23 11:05:56.403764,783.29
2023-12-24 11:05:56.403764,941.66
2023-12-25 11:05:56.403764,1266.42
2023-12-26 11:05:56.403764,1054.17
2023-12-27 11:05:56.403764,1190.27
2023-12-28 11:05:56.403764,1158.9
2023-12-29 11:05:56.403764,1241.94
2023-12-30 11:05:56.403764,720.32
2023-12-31 11:05:56.403764,854.88
2024-01-01 11:05:56.403764,1220.61
2024-01-02 11:05:56.403764,912.78
2024-01-03 11:05:56.403764,979.85
2024-01-04 11:05:56.403764,887.73
2024-01-05 11:05:56.403764,1088.77
2024-01-06 11:05:56.403764,875.08
2024-01-07 11:05:56.403764,942.31
2024-01-08 11:05:56.403764,1138.58
2024-01-09 11:05:56.403764,1318.62
2024-01-10 11:05:56.403764,980.67
2024-01-11 11:05:56.403764,946.98
2024-01-12 11:05:56.403764,1138.76
2024-01-13 11:05:56.403764,867.6
2024-01-14 11:05:56.403764,835.45
2024-01-15 11:05:56.403764,917.14
2024-01-16 11:05:56.403764,1149.49
2024-01-17 11:05:56.403764,1011.7
2024-01-18 11:05:56.403764,1245.24
2024-01-19 11:05:56.403764,1213.6
2024-01-20 11:05:56.403764,773.74
2024-01-21 11:05:56.403764,812.57
2024-01-22 11:05:56.403764,1056.21
2024-01-23 11:05:56.403764,1177.42
2024-01-24 11:05:56.403764,1301.83
2024-01-25 11:05:56.403764,1074.31
2024-01-26 11:05:56.403764,1255.45
2024-01-27 11:05:56.403764,825.49
2024-01-28 11:05:56.403764,804.86
2024-01-29 11:05:56.403764,1192.42
2024-01-30 11:05:56.403764,1083.51
2024-01-31 11:05:56.403764,1144.81
2024-02-01 11:05:56.403764,1069.59
2024-02-02 11:05:56.403764,1457.74
2024-02-03 11:05:56.403764,891.52
2024-02-04 11:05:56.403764,828.35
2024-02-05 11:05:56.403764,1254.05
2024-02-06 11:05:56.403764,1217.01
2024-02-07 11:05:56.403764,1206.6
2024-02-08 11:05:56.403764,1312.81
2024-02-09 11:05:56.403764,1333.71
2024-02-10 11:05:56.403764,855.84
2024-02-11 11:05:56.403764,853.7
2024-02-12 11:05:56.403764,1214.04
2024-02-13 11:05:56.403764,963.15
2024-02-14 11:05:56.403764,1063.89
2024-02-15 11:05:56.403764,1428.32
2024-02-16 11:05:56.403764,1466.34
2024-02-17 11:05:56.403764,894.81
2024-02-18 11:05:56.403764,972.53
2024-02-19 11:05:56.403764,1306.26
2024-02-20 11:05:56.403764,1660.06
2024-02-21 11:05:56.403764,1414.04
2024-02-22 11:05:56.403764,1257.71
2024-02-23 11:05:56.403764,1154.34
2024-02-24 11:05:56.403764,780.47
2024-02-25 11:05:56.403764,950.39
2024-02-26 11:05:56.403764,1185.83
2024-02-27 11:05:56.403764,1102.19
2024-02-28 11:05:56.403764,1203.75
2024-02-29 11:05:56.403764,1149.52
2024-03-01 11:05:56.403764,1508.62
2024-03-02 11:05:56.403764,1023.03
2024-03-03 11:05:56.403764,940.7
2024-03-04 11:05:56.403764,1488.07
2024-03-05 11:05:56.403764,1307.96
2024-03-06 11:05:56.403764,1187.62
2024-03-07 11:05:56.403764,1499.28
2024-03-08 11:05:56.403764,1372.81
2024-03-09 11:05:56.403764,850.03
2024-03-10 11:05:56.403764,931.34
2024-03-11 11:05:56.403764,1192.35
2024-03-12 11:05:56.403764,1127.16
2024-03-13 11:05:56.403764,1430.49
2024-03-14 11:05:56.403764,1560.58
2024-03-15 11:05:56.403764,1128.03
2024-03-16 11:05:56.403764,1008.25
2024-03-17 11:05:56.403764,893.06
2024-03-18 11:05:56.403764,1250.28
2024-03-19 11:05:56.403764,1237.22
2024-03-20 11:05:56.403764,1202.2
2024-03-21 11:05:56.403764,1322.97
2024-03-22 11:05:56.403764,1207.76
2024-03-23 11:05:56.403764,984.31
2024-03-24 11:05:56.403764,953.94
2024-03-25 11:05:56.403764,1287.22
2024-03-26 11:05:56.403764,1199.39
2024-03-27 11:05:56.403764,1243.31
2024-03-28 11:05:56.403764,1419.34
2024-03-29 11:05:56.403764,1385.95
2024-03-30 11:05:56.403764,866.12
2024-03-31 11:05:56.403764,969.53
2024-04-01 11:05:56.403764,1419.16
2024-04-02 11:05:56.403764,1099.56
2024-04-03 11:05:56.403764,1391.46
2024-04-04 11:05:56.403764,1232.11
2024-04-05 11:05:56.403764,1394.54
2024-04-06 11:05:56.403764,886.0
2024-04-07 11:05:56.403764,785.85
2024-04-08 11:05:56.403764,1103.53
2024-04-09 11:05:56.403764,1323.84
2024-04-10 11:05:56.403764,1351.11
2024-04-11 11:05:56.403764,1197.21
2024-04-12 11:05:56.403764,1399.52
2024-04-13 11:05:56.403764,797.29
2024-04-14 11:05:56.403764,949.22
2024-04-15 11:05:56.403764,1153.95
2024-04-16 11:05:56.403764,1226.45
2024-04-17 11:05:56.403764,1317.13
2024-04-18 11:05:56.403764,1197.11
2024-04-19 11:05:56.403764,1258.32
2024-04-20 11:05:56.403764,1046.52
2024-04-21 11:05:56.403764,895.1
2024-04-22 11:05:56.403764,1413.8
2024-04-23 11:05:56.403764,1156.1
2024-04-24 11:05:56.403764,1370.84
2024-04-25 11:05:56.403764,1487.78
2024-04-26 11:05:56.403764,977.74
2024-04-27 11:05:56.403764,868.16
2024-04-28 11:05:56.403764,996.45
2024-04-29 11:05:56.403764,1267.34
2024-04-30 11:05:56.403764,1339.72
2024-05-01 11:05:56.403764,1211.98
2024-05-02 11:05:56.403764,1299.1
2024-05-03 11:05:56.403764,1265.94
2024-05-04 11:05:56.403764,1042.79
2024-05-05 11:05:56.403764,955.93
2024-05-06 11:05:56.403764,1322.84
2024-05-07 11:05:56.403764,1224.81
2024-05-08 11:05:56.403764,1212.98
2024-05-09 11:05:56.403764,1217.79
2024-05-10 11:05:56.403764,1320.59
2024-05-11 11:05:56.403764,883.4
2024-05-12 11:05:56.403764,947.1
2024-05-13 11:05:56.403764,1525.21
2024-05-14 11:05:56.403764,1370.31
2024-05-15 11:05:56.403764,1216.88
2024-05-16 11:05:56.403764,1406.01
2024-05-17 11:05:56.403764,1201.41
2024-05-18 11:05:56.403764,723.67
2024-05-19 11:05:56.403764,815.47
2024-05-20 11:05:56.403764,1011.38
2024-05-21 11:05:56.403764,1197.62
2024-05-22 11:05:56.403764,1240.61
2024-05-23 11:05:56.403764,1442.46
2024-05-24 11:05:56.403764,1272.65
2024-05-25 11:05:56.403764,874.46
2024-05-26 11:05:56.403764,965.77
2024-05-27 11:05:56.403764,952.66
2024-05-28 11:05:56.403764,1248.7
2024-05-29 11:05:56.403764,1310.56
2024-05-30 11:05:56.403764,1034.1
2024-05-31 11:05:56.403764,1348.7
2024-06-01 11:05:56.403764,907.52
2024-06-02 11:05:56.403764,839.03
2024-06-03 11:05:56.403764,1276.25
2024-06-04 11:05:56.403764,1468.7
2024-06-05 11:05:56.403764,1215.21
2024-06-06 11:05:56.403764,1219.6
2024-06-07 11:05:56.403764,1132.08
2024-06-08 11:05:56.403764,787.31
2024-06-09 11:05:56.403764,929.11
2024-06-10 11:05:56.403764,1075.36
2024-06-11 11:05:56.403764,1180.86
2024-06-12 11:05:56.403764,1113.05
2024-06-13 11:05:56.403764,1221.09
2024-06-14 11:05:56.403764,1200.41
2024-06-15 11:05:56.403764,929.57
2024-06-16 11:05:56.403764,796.71
2024-06-17 11:05:56.403764,1119.61
2024-06-18 11:05:56.403764,1034.71
2024-06-19 11:05:56.403764,1092.47
2024-06-20 11:05:56.403764,1182.54
2024-06-21 11:05:56.403764,1221.8
2024-06-22 11:05:56.403764,747.4
2024-06-23 11:05:56.403764,891.96
2024-06-24 11:05:56.403764,1277.02
2024-06-25 11:05:56.403764,1167.14
2024-06-26 11:05:56.403764,1326.67
2024-06-27 11:05:56.403764,1027.11
2024-06-28 11:05:56.403764,971.37
2024-06-29 11:05:56.403764,661.1
2024-06-30 11:05:56.403764,921.27
2024-07-01 11:05:56.403764,1169.96
2024-07-02 11:05:56.403764,1088.24
2024-07-03 11:05:56.403764,1121.07
2024-07-04 11:05:56.403764,964.44
2024-07-05 11:05:56.403764,1347.84
2024-07-06 11:05:56.403764,795.02
2024-07-07 11:05:56.403764,790.69
2024-07-08 11:05:56.403764,1149.45
2024-07-09 11:05:56.403764,1119.29
2024-07-10 11:05:56.403764,1088.01
2024-07-11 11:05:56.403764,976.63
2024-07-12 11:05:56.403764,1106.55
2024-07-13 11:05:56.403764,909.97
2024-07-14 11:05:56.403764,865.83
2024-07-15 11:05:56.403764,1212.25
2024-07-16 11:05:56.403764,988.73
2024-07-17 11:05:56.403764,935.59
2024-07-18 11:05:56.403764,1021.71
2024-07-19 11:05:56.403764,1036.86
2024-07-20 11:05:56.403764,829.06
2024-07-21 11:05:56.403764,618.66
2024-07-22 11:05:56.403764,1176.5
2024-07-23 11:05:56.403764,1000.84
2024-07-24 11:05:56.403764,970.15
2024-07-25 11:05:56.403764,907.73
2024-07-26 11:05:56.403764,839.94
2024-07-27 11:05:56.403764,789.57
2024-07-28 11:05:56.403764,732.39
2024-07-29 11:05:56.403764,867.82
2024-07-30 11:05:56.403764,864.42
2024-07-31 11:05:56.403764,956.49
2024-08-01 11:05:56.403764,1151.11
2024-08-02 11:05:56.403764,957.72
2024-08-03 11:05:56.403764,605.62
2024-08-04 11:05:56.403764,693.01
2024-08-05 11:05:56.403764,947.21
2024-08-06 11:05:56.403764,708.9
2024-08-07 11:05:56.403764,962.39
2024-08-08 11:05:56.403764,942.36
2024-08-09 11:05:56.403764,1028.62
2024-08-10 11:05:56.403764,826.19
2024-08-11 11:05:56.403764,773.49
2024-08-12 11:05:56.403764,927.4
2024-08-13 11:05:56.403764,845.08
2024-08-14 11:05:56.403764,1191.3
2024-08-15 11:05:56.403764,950.37
2024-08-16 11:05:56.403764,943.42
2024-08-17 11:05:56.403764,681.62
2024-08-18 11:05:56.403764,694.9
2024-08-19 11:05:56.403764,920.92
2024-08-20 11:05:56.403764,878.48
2024-08-21 11:05:56.403764,878.69
2024-08-22 11:05:56.403764,924.12
2024-08-23 11:05:56.403764,874.58
2024-08-24 11:05:56.403764,623.13
2024-08-25 11:05:56.403764,676.48
2024-08-26 11:05:56.403764,894.79
2024-08-27 11:05:56.403764,1053.88
2024-08-28 11:05:56.403764,671.73
2024-08-29 11:05:56.403764,1011.6
2024-08-30 11:05:56.403764,1023.52
2024-08-31 11:05:56.403764,523.57
2024-09-01 11:05:56.403764,636.61
2024-09-02 11:05:56.403764,871.03
2024-09-03 11:05:56.403764,775.83
2024-09-04 11:05:56.403764,831.16
2024-09-05 11:05:56.403764,799.75
2024-09-06 11:05:56.403764,1055.51
2024-09-07 11:05:56.403764,713.13
2024-09-08 11:05:56.403764,733.87
2024-09-09 11:05:56.403764,958.4
