QueryID,QueryText,ExecutionDate,DurationMs,UserName,DatabaseName,IndexScan,TableScan
Q0026,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-11,111.39,developer,FinanceDB,True,False
Q0084,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-02-01,85.15,admin,InventoryDB,True,False
Q0016,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-02-28,111.07,admin,InventoryDB,True,False
Q0197,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-02-28,248.13,etl_user,HRDB,False,True
Q0006,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-05-17,195.95,developer,FinanceDB,True,False
Q0120,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-04-02,82.64,analyst1,FinanceDB,True,False
Q0135,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-04-29,157.3,admin,FinanceDB,True,False
Q0115,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-01-20,60.54,etl_user,FinanceDB,True,False
Q0138,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-05-05,551.55,admin,HRDB,True,False
Q0100,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-06-25,164.78,developer,FinanceDB,True,False
Q0029,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-01-28,188.27,analyst1,HRDB,False,False
Q0187,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-05-14,327.25,etl_user,SalesDB,True,False
Q0174,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-01-06,55.34,report_viewer,FinanceDB,True,False
Q0054,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-10,232.06,developer,InventoryDB,True,False
Q0037,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-05-06,244.89,developer,FinanceDB,False,False
Q0013,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-04-08,151.19,analyst1,SalesDB,True,False
Q0116,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-06-04,275.32,etl_user,FinanceDB,True,False
Q0001,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-04-13,37.57,etl_user,FinanceDB,True,False
Q0041,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-03-27,322.11,developer,FinanceDB,False,False
Q0105,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-03-12,86.52,etl_user,HRDB,True,False
Q0126,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-04-04,55.61,developer,HRDB,True,False
Q0021,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-07,86.34,report_viewer,InventoryDB,True,False
Q0184,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-01-29,13.02,report_viewer,SalesDB,True,False
Q0010,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-03-08,135.39,etl_user,FinanceDB,False,False
Q0117,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-01-24,211.75,admin,FinanceDB,False,False
Q0055,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-04-10,98.49,admin,InventoryDB,False,False
Q0102,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-01-13,261.32,developer,SalesDB,False,False
Q0108,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-02-27,163.29,etl_user,InventoryDB,False,False
Q0024,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-04-12,213.21,admin,FinanceDB,True,False
Q0065,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-02-13,286.56,admin,FinanceDB,True,False
Q0051,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-02-22,109.4,etl_user,SalesDB,True,False
Q0095,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-03-22,116.69,admin,HRDB,True,False
Q0171,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-06-05,105.21,developer,FinanceDB,False,False
Q0100,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-02-09,41.95,report_viewer,HRDB,False,False
Q0144,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-05-14,157.93,analyst1,FinanceDB,True,False
Q0039,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-01-04,238.64,etl_user,SalesDB,True,False
Q0076,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-04-14,132.82,report_viewer,InventoryDB,True,False
Q0053,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-06-09,103.78,analyst1,SalesDB,True,False
Q0104,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-01-03,162.32,etl_user,SalesDB,True,False
Q0027,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-03-17,40.26,admin,HRDB,False,False
Q0041,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-19,254.0,analyst1,FinanceDB,True,False
Q0082,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-01,212.88,report_viewer,FinanceDB,True,False
Q0131,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-17,112.0,developer,SalesDB,True,False
Q0140,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-04-03,80.2,analyst1,HRDB,True,False
Q0161,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-03-06,157.88,analyst1,InventoryDB,True,False
Q0045,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-02-18,251.6,etl_user,InventoryDB,False,False
Q0118,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-02-16,283.45,etl_user,FinanceDB,False,False
Q0109,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-01-28,176.51,admin,InventoryDB,True,False
Q0138,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-02-01,118.68,report_viewer,FinanceDB,False,False
Q0189,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-03-23,350.12,developer,HRDB,True,False
Q0026,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-02-10,149.1,admin,FinanceDB,False,True
Q0112,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-05-03,66.89,etl_user,InventoryDB,True,False
Q0038,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-01-05,362.03,etl_user,HRDB,False,False
Q0015,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-05-15,165.46,analyst1,HRDB,False,True
Q0026,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-01-31,308.81,developer,SalesDB,False,False
Q0018,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-05-03,321.78,analyst1,SalesDB,False,False
Q0060,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-05-16,18.54,report_viewer,FinanceDB,True,False
Q0016,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-05-20,523.13,analyst1,FinanceDB,True,False
Q0169,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-04-22,86.06,developer,FinanceDB,True,False
Q0151,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-06-29,221.73,developer,SalesDB,False,False
Q0090,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-04-14,227.96,etl_user,SalesDB,False,False
Q0150,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-05-26,173.67,analyst1,HRDB,True,False
Q0001,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-04-14,52.91,etl_user,SalesDB,False,False
Q0065,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-01-09,149.22,admin,InventoryDB,False,False
Q0101,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-03-27,198.39,analyst1,HRDB,False,False
Q0033,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-04-22,64.85,etl_user,SalesDB,True,False
Q0163,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-04-26,109.54,report_viewer,SalesDB,True,False
Q0040,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-02-17,573.06,developer,HRDB,True,False
Q0117,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-05-28,293.43,report_viewer,FinanceDB,True,False
Q0081,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-06-18,410.11,analyst1,InventoryDB,True,False
Q0063,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-02-08,418.14,report_viewer,InventoryDB,True,False
Q0016,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-16,221.35,etl_user,FinanceDB,False,True
Q0090,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-10,201.68,analyst1,HRDB,False,True
Q0169,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-01-09,163.98,developer,HRDB,True,False
Q0067,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-01-07,557.6,etl_user,SalesDB,True,False
Q0161,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-05-01,542.55,developer,FinanceDB,True,False
Q0165,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-05-22,252.65,analyst1,InventoryDB,True,False
Q0013,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-04-02,318.26,admin,HRDB,False,True
Q0094,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-14,126.24,analyst1,FinanceDB,False,False
Q0179,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-03-02,461.4,report_viewer,SalesDB,True,False
Q0188,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-02-12,513.18,etl_user,InventoryDB,True,False
Q0074,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-05-01,322.3,etl_user,HRDB,False,True
Q0106,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-02-24,190.46,analyst1,SalesDB,True,False
Q0198,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-01-13,90.03,admin,HRDB,False,False
Q0052,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-03-06,529.98,developer,SalesDB,True,False
Q0135,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-01-29,54.16,admin,HRDB,True,False
Q0112,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-05-26,46.28,etl_user,FinanceDB,True,False
Q0077,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-04-11,113.9,analyst1,InventoryDB,False,False
Q0028,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-02-12,144.87,admin,HRDB,True,False
Q0086,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-05-27,263.12,admin,FinanceDB,False,False
Q0165,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-04-13,24.4,analyst1,SalesDB,True,False
Q0056,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-03-12,156.13,developer,HRDB,True,False
Q0058,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-04-12,304.77,report_viewer,FinanceDB,True,False
Q0093,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-20,273.76,analyst1,InventoryDB,True,False
Q0188,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-01,122.92,analyst1,SalesDB,False,True
Q0092,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-04-17,59.93,developer,FinanceDB,True,False
Q0164,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-02-21,109.49,analyst1,FinanceDB,True,False
Q0002,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-01-10,121.15,analyst1,InventoryDB,False,False
Q0068,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-06-12,101.92,admin,SalesDB,True,False
Q0004,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-01-14,32.12,admin,HRDB,False,False
Q0040,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-01-07,258.68,analyst1,InventoryDB,True,False
Q0047,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-05-21,290.17,admin,SalesDB,True,False
Q0170,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-05-10,188.95,admin,HRDB,False,False
Q0028,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-25,156.88,developer,InventoryDB,False,False
Q0185,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-23,210.63,analyst1,HRDB,True,False
Q0094,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-04-13,398.74,admin,HRDB,True,False
Q0118,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-06-18,94.68,admin,FinanceDB,False,True
Q0154,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-02-13,248.91,etl_user,SalesDB,True,False
Q0018,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-03-26,169.21,etl_user,HRDB,True,False
Q0151,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-04-28,272.28,developer,InventoryDB,True,False
Q0034,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-07,168.1,admin,FinanceDB,False,True
Q0196,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-01-02,111.88,analyst1,HRDB,True,False
Q0117,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-19,233.45,developer,InventoryDB,True,False
Q0144,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-05-28,99.1,report_viewer,HRDB,False,True
Q0175,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-04-10,337.51,etl_user,FinanceDB,False,True
Q0148,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-04-22,97.36,analyst1,HRDB,True,False
Q0047,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-04-10,174.65,analyst1,InventoryDB,False,True
Q0152,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-24,439.54,analyst1,FinanceDB,True,False
Q0041,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-19,189.2,report_viewer,FinanceDB,True,False
Q0167,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-01-03,165.02,report_viewer,InventoryDB,True,False
Q0051,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-03-23,553.74,etl_user,FinanceDB,True,False
Q0196,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-02-08,128.93,etl_user,SalesDB,True,False
Q0055,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-03-27,90.13,etl_user,HRDB,False,True
Q0004,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-26,161.2,report_viewer,HRDB,True,False
Q0173,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-08,96.23,etl_user,HRDB,False,False
Q0155,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-06-30,172.59,developer,InventoryDB,False,False
Q0042,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-03-07,201.4,etl_user,FinanceDB,True,False
Q0062,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-06-13,358.28,report_viewer,SalesDB,False,False
Q0082,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-01-20,90.84,developer,InventoryDB,False,False
Q0187,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-06-15,238.42,etl_user,FinanceDB,True,False
Q0159,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-04-27,273.2,developer,SalesDB,False,False
Q0084,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-01-26,19.73,developer,InventoryDB,True,False
Q0157,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-01-17,237.02,admin,HRDB,True,False
Q0123,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-04-08,894.93,admin,FinanceDB,False,False
Q0107,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-01-16,246.89,report_viewer,SalesDB,True,False
Q0052,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-04-02,150.73,etl_user,InventoryDB,True,False
